"decimalLatitude","decimalLongitude","species"
-30.789461,152.898031,"Archirhodomyrtus beckleri"
-30.789455,152.898025,"Archirhodomyrtus beckleri"
-30.789455,152.898025,"Archirhodomyrtus beckleri"
-30.789455,152.898025,"Archirhodomyrtus beckleri"
-30.789102,152.939206,"Archirhodomyrtus beckleri"
-30.785758,152.948719,"Archirhodomyrtus beckleri"
-30.784798,152.965651,"Archirhodomyrtus beckleri"
-30.781876,152.926147,"Archirhodomyrtus beckleri"
-30.781525,152.974379,"Archirhodomyrtus beckleri"
-30.780981,152.93942,"Archirhodomyrtus beckleri"
-30.779821,152.846408,"Archirhodomyrtus beckleri"
-30.776202,152.833357,"Archirhodomyrtus beckleri"
-30.775904,152.975875,"Archirhodomyrtus beckleri"
-30.770786,152.831798,"Archirhodomyrtus beckleri"
-30.764549,152.912791,"Archirhodomyrtus beckleri"
-30.763191,152.905478,"Archirhodomyrtus beckleri"
-30.762451,152.847046,"Archirhodomyrtus beckleri"
-30.762321,152.9781,"Archirhodomyrtus beckleri"
-30.762303,152.929512,"Archirhodomyrtus beckleri"
-30.762204,152.85226,"Archirhodomyrtus beckleri"
-30.748828,152.65222,"Archirhodomyrtus beckleri"
-30.74841,152.837201,"Archirhodomyrtus beckleri"
-30.737771,152.594926,"Archirhodomyrtus beckleri"
-30.735604,152.839172,"Archirhodomyrtus beckleri"
-30.732903,152.844399,"Archirhodomyrtus beckleri"
-30.728093,152.911142,"Archirhodomyrtus beckleri"
-30.726549,152.917471,"Archirhodomyrtus beckleri"
-30.725486,152.823573,"Archirhodomyrtus beckleri"
-30.722394,152.93282,"Archirhodomyrtus beckleri"
-30.712323,152.692993,"Archirhodomyrtus beckleri"
-30.709765,152.117129,"Archirhodomyrtus beckleri"
-30.708829,152.573952,"Archirhodomyrtus beckleri"
-30.70693,152.546287,"Archirhodomyrtus beckleri"
-30.705884,152.896657,"Archirhodomyrtus beckleri"
-30.705478,152.111655,"Archirhodomyrtus beckleri"
-30.705261,152.116867,"Archirhodomyrtus beckleri"
-30.705035,152.12208,"Archirhodomyrtus beckleri"
-30.702402,152.541609,"Archirhodomyrtus beckleri"
-30.701709,152.662754,"Archirhodomyrtus beckleri"
-30.7,152.05,"Archirhodomyrtus beckleri"
-30.698752,152.53014,"Archirhodomyrtus beckleri"
-30.692495,152.546876,"Archirhodomyrtus beckleri"
-30.690426,152.702884,"Archirhodomyrtus beckleri"
-30.68873,152.906009,"Archirhodomyrtus beckleri"
-30.687917,152.905018,"Archirhodomyrtus beckleri"
-30.687764,152.87336,"Archirhodomyrtus beckleri"
-30.683219,152.804283,"Archirhodomyrtus beckleri"
-30.6828,152.8039,"Archirhodomyrtus beckleri"
-30.677574,152.686324,"Archirhodomyrtus beckleri"
-30.677567,152.686318,"Archirhodomyrtus beckleri"
-30.677567,152.686318,"Archirhodomyrtus beckleri"
-30.677548,152.325625,"Archirhodomyrtus beckleri"
-30.676733,152.712948,"Archirhodomyrtus beckleri"
-30.676726,152.712942,"Archirhodomyrtus beckleri"
-30.676587,152.969547,"Archirhodomyrtus beckleri"
-30.676345,152.319892,"Archirhodomyrtus beckleri"
-30.675175,152.865371,"Archirhodomyrtus beckleri"
-30.673176,152.968285,"Archirhodomyrtus beckleri"
-30.671705,152.329841,"Archirhodomyrtus beckleri"
-30.670732,152.978956,"Archirhodomyrtus beckleri"
-30.670732,152.978956,"Archirhodomyrtus beckleri"
-30.669923,152.185424,"Archirhodomyrtus beckleri"
-30.669753,152.963825,"Archirhodomyrtus beckleri"
-30.669522,152.184759,"Archirhodomyrtus beckleri"
-30.668433,152.892,"Archirhodomyrtus beckleri"
-30.6667,151.9167,"Archirhodomyrtus beckleri"
-30.663951,152.654525,"Archirhodomyrtus beckleri"
-30.66331,152.278753,"Archirhodomyrtus beckleri"
-30.662417,152.65343,"Archirhodomyrtus beckleri"
-30.661609,152.200837,"Archirhodomyrtus beckleri"
-30.661522,152.368532,"Archirhodomyrtus beckleri"
-30.661263,152.661841,"Archirhodomyrtus beckleri"
-30.659636,152.191105,"Archirhodomyrtus beckleri"
-30.659611,152.444009,"Archirhodomyrtus beckleri"
-30.658961,152.46113,"Archirhodomyrtus beckleri"
-30.658611,152.205833,"Archirhodomyrtus beckleri"
